2014-08-05 00:00:00,0,W,0,2014-08-05 00:00:01
2014-08-05 00:15:00,0,W,0,2014-08-05 00:15:08
2014-08-05 00:30:00,0,W,0,2014-08-05 00:30:00
2014-08-05 00:45:00,0,W,0,2014-08-05 00:45:07
2014-08-05 01:00:00,0,W,0,2014-08-05 01:00:00
2014-08-05 01:15:00,0,W,0,2014-08-05 01:15:05
2014-08-05 01:30:00,0,W,0,2014-08-05 01:30:08
2014-08-05 01:45:00,0,W,0,2014-08-05 01:45:01
2014-08-05 02:00:00,0,W,0,2014-08-05 02:00:03
2014-08-05 02:15:00,0,W,0,2014-08-05 02:15:06
2014-08-05 02:30:00,0,W,0,2014-08-05 02:30:08
2014-08-05 02:45:00,0,W,0,2014-08-05 02:45:01
2014-08-05 03:00:00,0,W,0,2014-08-05 03:00:04
2014-08-05 03:15:00,0,W,0,2014-08-05 03:15:03
2014-08-05 03:30:00,0,W,0,2014-08-05 03:30:06
2014-08-05 03:45:00,0,W,0,2014-08-05 03:45:09
2014-08-05 04:00:00,0,W,0,2014-08-05 04:00:01
2014-08-05 04:15:00,0,W,0,2014-08-05 04:15:04
2014-08-05 04:30:00,0,W,0,2014-08-05 04:30:07
2014-08-05 04:45:00,0,W,0,2014-08-05 04:45:09
2014-08-05 05:00:00,0,W,0,2014-08-05 05:00:28
2014-08-05 05:15:00,0,W,0,2014-08-05 05:15:00
2014-08-05 05:30:00,0,W,0,2014-08-05 05:30:02
2014-08-05 05:45:00,0,W,0,2014-08-05 05:45:05
2014-08-05 06:00:00,0,W,0,2014-08-05 06:00:07
2014-08-05 06:15:00,0,W,0,2014-08-05 06:15:01
2014-08-05 06:30:00,0,W,0,2014-08-05 06:30:07
2014-08-05 06:45:00,0,W,0,2014-08-05 06:45:00
2014-08-05 07:00:00,15,W,0,2014-08-05 07:00:03
2014-08-05 07:15:00,25,W,0,2014-08-05 07:15:08
2014-08-05 07:30:00,112,W,0,2014-08-05 07:30:03
2014-08-05 07:45:00,107,W,0,2014-08-05 07:45:04
2014-08-05 08:00:00,535,W,0,2014-08-05 08:00:08
2014-08-05 08:15:00,868,W,0,2014-08-05 08:15:01
2014-08-05 08:30:00,661,W,0,2014-08-05 08:30:08
2014-08-05 08:45:00,457,W,0,2014-08-05 08:45:01
2014-08-05 09:00:00,718,W,0,2014-08-05 09:00:04
2014-08-05 09:15:00,1501,W,0,2014-08-05 09:15:08
2014-08-05 09:30:00,1507,W,0,2014-08-05 09:30:01
2014-08-05 09:45:00,1224,W,0,2014-08-05 09:45:07
2014-08-05 10:00:00,1381,W,0,2014-08-05 10:00:01
2014-08-05 10:15:00,856,W,0,2014-08-05 10:15:11
2014-08-05 10:30:00,888,W,0,2014-08-05 10:30:05
2014-08-05 10:45:00,2315,W,0,2014-08-05 10:45:06
2014-08-05 11:00:00,3538,W,0,2014-08-05 11:00:11
2014-08-05 11:15:00,1319,W,0,2014-08-05 11:15:08
2014-08-05 11:30:00,912,W,0,2014-08-05 11:30:01
2014-08-05 11:45:00,1196,W,0,2014-08-05 11:45:04
2014-08-05 12:00:00,3772,W,0,2014-08-05 12:00:07
2014-08-05 12:15:00,932,W,0,2014-08-05 12:15:09
2014-08-05 12:30:00,831,W,0,2014-08-05 12:30:04
2014-08-05 12:45:00,1081,W,0,2014-08-05 12:45:08
2014-08-05 13:00:00,1050,W,0,2014-08-05 13:00:02
2014-08-05 13:15:00,1662,W,0,2014-08-05 13:15:07
2014-08-05 13:30:00,1234,W,0,2014-08-05 13:30:01
2014-08-05 13:45:00,1248,W,0,2014-08-05 13:45:05
2014-08-05 14:00:00,750,W,0,2014-08-05 14:00:11
2014-08-05 14:15:00,521,W,0,2014-08-05 14:15:05
2014-08-05 14:30:00,951,W,0,2014-08-05 14:30:13
2014-08-05 14:45:00,812,W,0,2014-08-05 14:45:06
2014-08-05 15:00:00,866,W,0,2014-08-05 15:00:10
2014-08-05 15:15:00,73,W,0,2014-08-05 15:15:04
2014-08-05 15:30:00,98,W,0,2014-08-05 15:30:11
2014-08-05 15:45:00,27,W,0,2014-08-05 15:45:08
2014-08-05 16:00:00,65,W,0,2014-08-05 16:00:03
2014-08-05 16:15:00,319,W,0,2014-08-05 16:15:08
2014-08-05 16:30:00,904,W,0,2014-08-05 16:30:04
2014-08-05 16:45:00,1703,W,0,2014-08-05 16:45:09
2014-08-05 17:00:00,748,W,0,2014-08-05 17:00:02
2014-08-05 17:15:00,506,W,0,2014-08-05 17:15:05
2014-08-05 17:30:00,782,W,0,2014-08-05 17:30:09
2014-08-05 17:45:00,607,W,0,2014-08-05 17:45:02
2014-08-05 18:00:00,564,W,0,2014-08-05 18:00:10
2014-08-05 18:15:00,868,W,0,2014-08-05 18:15:03
2014-08-05 18:30:00,485,W,0,2014-08-05 18:30:06
2014-08-05 18:45:00,362,W,0,2014-08-05 18:45:02
2014-08-05 19:00:00,259,W,0,2014-08-05 19:00:07
2014-08-05 19:15:00,96,W,0,2014-08-05 19:15:05
2014-08-05 19:30:00,124,W,0,2014-08-05 19:30:02
2014-08-05 19:45:00,79,W,0,2014-08-05 19:45:06
2014-08-05 20:00:00,5,W,0,2014-08-05 20:00:10
2014-08-05 20:15:00,0,W,0,2014-08-05 20:15:03
2014-08-05 20:30:00,0,W,0,2014-08-05 20:30:09
2014-08-05 20:45:00,0,W,0,2014-08-05 20:45:02
2014-08-05 21:00:00,0,W,0,2014-08-05 21:00:06
2014-08-05 21:15:00,0,W,0,2014-08-05 21:15:09
2014-08-05 21:30:00,0,W,0,2014-08-05 21:30:01
2014-08-05 21:45:00,0,W,0,2014-08-05 21:45:04
2014-08-05 22:00:00,0,W,0,2014-08-05 22:00:07
2014-08-05 22:15:00,0,W,0,2014-08-05 22:15:00
2014-08-05 22:30:00,0,W,0,2014-08-05 22:30:03
2014-08-05 22:45:00,0,W,0,2014-08-05 22:45:08
2014-08-05 23:00:00,0,W,0,2014-08-05 23:00:02
2014-08-05 23:15:00,0,W,0,2014-08-05 23:15:08
2014-08-05 23:30:00,0,W,0,2014-08-05 23:30:00
2014-08-05 23:45:00,0,W,0,2014-08-05 23:45:03
2014-08-06 00:00:00,0,W,0,2014-08-06 00:00:09
2014-08-06 00:15:00,0,W,0,2014-08-06 00:15:02
2014-08-06 00:30:00,0,W,0,2014-08-06 00:30:05
2014-08-06 00:45:00,0,W,0,2014-08-06 00:45:09
2014-08-06 01:00:00,0,W,0,2014-08-06 01:00:02
2014-08-06 01:15:00,0,W,0,2014-08-06 01:15:09
2014-08-06 01:30:00,0,W,0,2014-08-06 01:30:02
2014-08-06 01:45:00,0,W,0,2014-08-06 01:45:12
2014-08-06 02:00:00,0,W,0,2014-08-06 02:00:05
2014-08-06 02:15:00,0,W,0,2014-08-06 02:15:08
2014-08-06 02:30:00,0,W,0,2014-08-06 02:30:03
2014-08-06 02:45:00,0,W,0,2014-08-06 02:45:09
2014-08-06 03:00:00,0,W,0,2014-08-06 03:00:02
2014-08-06 03:15:00,0,W,0,2014-08-06 03:15:04
2014-08-06 03:30:00,0,W,0,2014-08-06 03:30:06
2014-08-06 03:45:00,0,W,0,2014-08-06 03:45:00
2014-08-06 04:00:00,0,W,0,2014-08-06 04:00:02
2014-08-06 04:15:00,0,W,0,2014-08-06 04:15:07
2014-08-06 04:30:00,0,W,0,2014-08-06 04:30:00
2014-08-06 04:45:00,0,W,0,2014-08-06 04:45:05
2014-08-06 05:00:00,0,W,0,2014-08-06 05:00:09
2014-08-06 05:15:00,0,W,0,2014-08-06 05:15:00
2014-08-06 05:30:00,0,W,0,2014-08-06 05:30:03
2014-08-06 05:45:00,0,W,0,2014-08-06 05:45:06
2014-08-06 06:00:00,0,W,0,2014-08-06 06:00:09
